;;;;;;
angle_of_attack;inlet_vel;moment;lift_force;drag_force;drag_coefficient;lift_coefficient
-1;4;2.485514;38.329116;4.3203772
-1;4.5;3.1880063;49.417508;5.2987427
-1;5;3.9818316;61.999595;6.36328
-1;5.5;4.8626984;76.004234;7.5047218
-1;6;5.8406694;91.586504;8.739234
-1;6.5;6.9067871;108.60708;10.049634
-1;7;8.0654924;127.14151;11.43755
-1;7.5;9.3133501;147.13557;12.89967
-1;8;10.657178;168.68606;14.449325
0;4;3.1480813;64.599701;5.2943907
0;4.5;4.0298884;82.771234;6.5516848
0;5;5.0244339;103.27742;7.932064
0;5.5;6.13156;126.11493;9.4334949
0;6;7.3514351;151.28735;11.054169
0;6.5;8.6844119;178.80219;12.792552
0;7;10.130494;208.65927;14.647247
0;7.5;11.689869;240.86257;16.617199
0;8;13.362996;275.42206;18.701571
1;4;3.7961106;90.521341;7.3496373
1;4.5;4.8529708;115.66785;9.1767297
1;5;6.0435607;143.98238;11.198618
1;5.5;7.3675172;175.45802;13.4128
1;6;8.8250027;210.09779;15.817688
1;6.5;10.41632;247.90852;18.411903
1;7;12.142067;288.90271;21.194587
1;7.5;14.002699;333.09191;24.164765
1;8;15.998208;380.47531;27.321447
2;4;4.4541802;116.61871;10.478281
2;4.5;5.6805662;148.55073;13.157363
2;5;7.0616176;184.48335;16.136464
2;5.5;8.5939708;224.31855;19.411276
2;6;10.278794;268.09297;22.980764
2;6.5;12.116429;315.81231;26.844014
2;7;14.107363;367.48574;31.000452
2;7.5;16.251718;423.11352;35.449111
2;8;18.549272;482.68994;40.188672
3;4;5.0582328;141.36001;14.585595
3;4.5;6.4453819;179.88324;18.378782
3;5;8.0030245;223.10021;22.604012
3;5.5;9.7303565;270.99537;27.257641
3;6;11.626567;323.54953;32.336676
3;6.5;13.69339;380.79878;37.843043
3;7;15.930086;442.71887;43.774567
3;7.5;18.338517;509.35537;50.133266
3;8;20.9192;580.71627;56.91913
4;4;5.6716796;166.1369;19.734947
4;4.5;7.2184696;211.16201;24.912396
4;5;8.9521812;261.56942;30.684885
4;5.5;10.876544;317.4777;37.057164
4;6;12.990367;378.85057;44.025657
4;6.5;15.292381;445.64103;51.587187
4;7;17.788888;518.05283;59.751293
4;7.5;20.467759;595.67379;68.497989
4;8;23.346331;679.07722;77.853255
