;;;;;;
angle_of_attack;inlet_vel;moment;lift_force;drag_force;drag_coefficient;lift_coefficient
-1;4;2.3854743;37.688535;4.3884901
-1;4.5;3.057225;48.545275;5.387985
-1;5;3.8159876;60.853991;6.4767596
-1;5.5;4.661704;74.61316;7.6528659
-1;6;5.5942875;89.820675;8.9144677
-1;6.5;6.6141088;106.48419;10.259899
-1;7;7.7211295;124.60267;11.687797
-1;7.5;8.9153683;144.17652;13.197108
-1;8;10.197079;165.21123;14.786685
0;4;2.9523241;61.694476;5.3594223
0;4.5;3.7780014;79.025251;6.637293
0;5;4.7089368;98.576793;8.0412149
0;5.5;5.7447566;120.3397;9.5691187
0;6;6.8860797;144.33153;11.219215
0;6.5;8.1328243;170.54644;12.990064
0;7;9.4853563;198.9938;14.880332
0;7.5;10.943821;229.67682;16.888986
0;8;12.508549;262.60272;19.015154
1;4;3.5016026;85.260919;7.321308
1;4.5;4.4764852;108.95259;9.1433141
1;5;5.5745059;135.6252;11.159559
1;5.5;6.7954455;165.27435;13.367873
1;6;8.1393804;197.90201;15.766564
1;6.5;9.6066583;233.51588;18.354343
1;7;11.19774;272.12612;21.130241
1;7.5;12.913287;313.74781;24.093635
1;8;14.753282;358.38014;27.243497
2;4;4.0604311;109.10643;10.258773
2;4.5;5.1770259;138.94549;12.877838
2;5;6.4342613;172.51774;15.789769
2;5.5;7.828734;209.72391;18.989526
2;6;9.3615577;250.59929;22.476327
2;6.5;11.032841;295.14476;26.248964
2;7;12.843054;343.36865;30.306845
2;7.5;14.79189;395.26051;34.64846
2;8;16.879393;450.82166;39.272766
3;4;4.5716006;131.70231;14.109378
3;4.5;5.8249221;167.58064;17.773445
3;5;7.2320596;207.82255;21.853818
3;5.5;8.7924511;252.4182;26.347216
3;6;10.504737;301.33634;31.249458
3;6.5;12.370583;354.61571;36.562397
3;7;14.387041;412.17934;42.278975
3;7.5;16.555023;474.05;48.399574
3;8;18.879001;540.33899;54.931454
4;4;5.1028182;154.56423;18.940972
4;4.5;6.4923229;196.39038;23.899515
4;5;8.0502227;243.2403;29.427077
4;5.5;9.7777715;295.15277;35.524263
4;6;11.672674;352.06668;42.184142
4;6.5;13.737646;414.07976;49.409088
4;7;15.963323;480.94205;57.175535
4;7.5;18.367705;553.07215;65.530504
4;8;20.941837;630.27931;74.446844
