;;;;;;
angle_of_attack;inlet_vel;moment;lift_force;drag_force;drag_coefficient;lift_coefficient
-1;4;2.3837439;37.665658;4.3882488
-1;4.5;3.0553227;48.523512;5.3877157
-1;5;3.8139541;60.834814;6.4764574
-1;5.5;4.6595986;74.598443;7.6525166
-1;6;5.5921521;89.811874;8.914061
-1;6.5;6.6119962;106.48311;10.259415
-1;7;7.7190945;124.61129;11.687205
-1;7.5;8.9134378;144.19609;13.196378
-1;8;10.195355;165.24455;14.785842
0;4;2.9510198;61.643072;5.362704
0;4.5;3.7766993;78.969104;6.6415946
0;5;4.7077868;98.518945;8.046682
0;5.5;5.7440487;120.28745;9.575893
0;6;6.8856601;144.27835;11.227497
0;6.5;8.1330156;170.50027;13.000028
0;7;9.486233;198.9557;14.892115
0;7.5;10.945429;229.64742;16.902699
0;8;12.51098;262.58367;19.030943
1;4;3.4955899;85.147275;7.3175714
1;4.5;4.4694246;108.82154;9.1390399
1;5;5.5664095;135.47774;11.154769
1;5.5;6.7863414;165.11183;13.362599
1;6;8.1292648;197.72496;15.760791
1;6.5;9.59547;233.32375;18.348008
1;7;11.185507;271.92004;21.123379
1;7.5;12.89988;313.52561;24.086111
1;8;14.73868;358.14225;27.235281
2;4;4.0628998;109.16369;10.265477
2;4.5;5.1818199;139.06077;12.888521
2;5;6.4419258;172.70484;15.80518
2;5.5;7.8403024;210.00959;19.011094
2;6;9.3780141;251.00933;22.505356
2;6.5;11.055316;295.70876;26.286967
2;7;12.872944;344.12313;30.355631
2;7.5;14.831099;396.25508;34.710565
2;8;16.929877;452.10635;39.350818
3;4;4.5719452;131.71167;14.106862
3;4.5;5.8259344;167.60553;17.771895
3;5;7.2355691;207.91564;21.855832
3;5.5;8.7989242;252.58811;26.354052
3;6;10.514674;301.59346;31.262537
3;6.5;12.386279;355.02219;36.58535
3;7;14.412749;412.84104;42.320139
3;7.5;16.590581;474.95007;48.460538
3;8;18.929198;541.60427;55.020117
4;4;5.0889338;154.24137;18.910645
4;4.5;6.4751044;195.99306;23.86222
4;5;8.0317563;242.82911;29.387479
4;5.5;9.7596909;294.77669;35.485746
4;6;11.660515;351.88371;42.158786
4;6.5;13.732365;414.09185;49.401716
4;7;15.976547;481.43344;57.216121
4;7.5;18.388205;553.75498;65.591947
4;8;20.975097;631.29337;74.542717
